Mã quy tắc (rule_code),Hoạt chất A (generic_a),Hoạt chất B (generic_b),Mức độ (severity),Mức độ gốc (nhic_severity_raw),Hậu quả lâm sàng (clinical_effect),Cơ chế (mechanism),Khuyến cáo xử trí (recommendation),NHIC UID
DDI-NHIC-DELAMANI-FENITOIN-216,delamanid,phenytoin,high,Chống chỉ định,"Giảm nồng độ của delamanid trong huyết thanh, dẫn đến giảm hiệu quả điều trị",Phenytoin cảm ứng CYP3A4 mạnh làm tăng chuyển hóa của delamanid,Chống chỉ định phối hợp.,D08F2C57-CF25-4C66-AB32-BFC0E952B101
DDI-NHIC-GRAZOPRE-FENITOIN-217,grazoprevir/elbasvir,phenytoin,high,Chống chỉ định,"Giảm nồng độ grazoprevir/elbasvir trong huyết thanh, dẫn đến giảm hiệu quả điều trị",Phenytoin cảm ứng CYP3A4 mạnh làm tăng chuyển hóa của Grazoprevir/elbasvir,Chống chỉ định phối hợp.,31A27753-A783-464A-B455-2CE20992F0E0
DDI-NHIC-PRAMIPEC-SULPIRID-218,pramipexol,sulpirid,high,Chống chỉ định,Giảm hiệu quả của cả hai thuốc,Đối kháng tác dụng của nhau,Chống chỉ định phối hợp,B0D5BC86-178C-4B10-872B-2B38BA8A569E
DDI-NHIC-GEMFIBRO-PRAVASTA-219,gemfibrozil,pravastatin,high,Chống chỉ định,"Tăng nồng độ pravastatin trong huyết thanh, tăng nguy cơ bệnh cơ hoặc tiêu cơ vân cấp",Gemfibrozil ức chế OATP1B1 làm giảm vận chuyển pravastatin vào gan.,"Chống chỉ định phối hợp. Trong trường hợp bắt buộc sử dụng dẫn chất fibrat, thay thế gemfibrozil bằng fenofibrat nhưng cần thận trọng khi phối hợp.",76BE03B2-E3A7-4DA1-A16F-F9BD21E9419E
DDI-NHIC-ALISKIRE-QUINAPRI-220,aliskiren,quinapril,high,Chống chỉ định có điều kiện,"Tăng nguy cơ tăng kali máu, suy thận và hạ huyết áp",Hiệp đồng tăng tác dụng,"1. Chống chỉ định ở bệnh nhân đái tháo đường hoặc suy thận (MLCT < 60 ml/ph/1,73 m²).
2. Ở các đối tượng khác, cũng nên tránh phối hợp này. Trong trường hợp bắt buộc phối hợp, theo dõi chặt chẽ kali, creatinin và huyết áp của bệnh nhân.",F6A79289-7CE0-482E-A352-D1A4C1676F1D
DDI-NHIC-ARTEMETE-RIFAMPIC-221,artemether/lumefantrin,rifampicin,high,Chống chỉ định,"Giảm nồng độ của artemether/lumefantrin trong huyết thanh, dẫn đến giảm hiệu quả điều trị",Rifampicin cảm ứng CYP3A4 làm tăng chuyển hóa của artemether/lumefantrin,Chống chỉ định phối hợp.,FA79EC1E-2E50-4599-B933-565C7CC0E5DF
DDI-NHIC-DACLATAS-RIFAMPIC-222,daclatasvir,rifampicin,high,Chống chỉ định,"Giảm nồng độ của daclatasvir trong huyết thanh, dẫn đến giảm hiệu quả điều trị",Rifampicin cảm ứng CYP3A4 làm tăng chuyển hóa của daclatasvir,Chống chỉ định phối hợp.,F9760E1F-E965-4C89-A456-902EFA5234DC
DDI-NHIC-DARUNAVI-RIFAMPIC-223,darunavir/ritonavir,rifampicin,high,Chống chỉ định,"Giảm nồng độ darunavir trong huyết thanh, giảm hiệu quả điều trị",Rifampicin cảm ứng CYP3A4 làm tăng chuyển hóa của Darunavir/ritonavir,Chống chỉ định phối hợp,B8FACDC0-3143-4894-B556-62F82DAEBC03
DDI-NHIC-DELAMANI-RIFAMPIC-224,delamanid,rifampicin,high,Chống chỉ định,"Giảm nồng độ của delamanid trong huyết thanh, dẫn đến giảm hiệu quả điều trị",Rifampicin cảm ứng CYP3A4 làm tăng chuyển hóa của delamanid,Chống chỉ định phối hợp.,DFF002FE-61AD-4F5D-85F6-3395BDC8885C
DDI-NHIC-GRAZOPRE-RIFAMPIC-225,grazoprevir/elbasvir,rifampicin,high,Chống chỉ định,"Tăng nồng độ grazoprevir/elbasvir, tăng nguy cơ tăng ALT. Khi dùng rifampicin dài ngày, lại có nguy cơ giảm nồng độ grazoprevir/elbasvir, giảm hiệu quả điều trị.","Rifampicin ức chế OATP1B1/3 làm giảm vận chuyển grazoprevir vào gan. Khi dùng rifampicin dài ngày, rifampicin gây cảm ứng CYP3A4 làm giảm nồng độ rifampicin trong huyết thanh.",Chống chỉ định phối hợp,ECBFC39B-9A12-44C5-BC31-A32C2B64AEA4
DDI-NHIC-INDINAVI-RIFAMPIC-226,indinavir,rifampicin,high,Chống chỉ định,"Giảm nồng độ indinavir trong huyết thanh, giảm hiệu quả điều trị",Rifampicin cảm ứng CYP3A4 làm tăng chuyển hóa của indinavir,Chống chỉ định phối hợp,4631CC12-D550-46D9-B369-C441FDE2B51A
DDI-NHIC-PRAZIQUA-RIFAMPIC-227,praziquantel,rifampicin,high,Chống chỉ định,"Giảm nồng độ của praziquantel trong huyết thanh, dẫn đến giảm hiệu quả điều trị",Rifampicin cảm ứng CYP3A4 làm tăng chuyển hóa của praziquantel,"Chống chỉ định phối hợp.
Với rifampicin, chỉ bắt đầu sử dụng praziquantel sau khi ngừng rifampicin ít nhất 4 tuần. Rifampicin có thể sử dụng lại sau 1 ngày dừng praziquantel.",56B049F1-EB2C-4BDE-BC97-8DA89C1178FC
DDI-NHIC-RANOLAZI-RIFAMPIC-228,ranolazin,rifampicin,high,Chống chỉ định,"Giảm nồng độ ranolazin trong huyết thanh, giảm hiệu quả điều trị",Rifampicin cảm ứng CYP3A4 và P-gp làm tăng chuyển hóa của ranolazin và thải trừ của ranolazin.,Chống chỉ định phối hợp,6D65AFEC-0E10-4B61-8835-70F24A5F03FE
DDI-NHIC-INDINAVI-RIFAMPIC-229,indinavir/ritonavir,rifampicin,high,Chống chỉ định,"Giảm nồng độ indinavir trong huyết thanh, giảm hiệu quả điều trị",Rifampicin cảm ứng CYP3A4 làm tăng chuyển hóa của indinavir,Chống chỉ định phối hợp,99281FB5-8F89-48B8-A132-456B2C8A4A09
DDI-NHIC-BOCEPREV-SIMVASTA-230,boceprevir,simvastatin,high,Chống chỉ định,"Tăng nồng độ của simvastatin trong huyết thanh, tăng nguy cơ bệnh cơ hoặc tiêu cơ vân cấp",Boceprevir ức chế CYP3A4 mạnh làm giảm chuyển hóa của simvastatin,Chống chỉ định phối hợp,EA9A767E-1009-4A7D-B004-14AFBD1B082D
DDI-NHIC-CICLOSPO-SIMVASTA-231,ciclosporin,simvastatin,high,Chống chỉ định,"Tăng nồng độ simvastatin trong huyết thanh, tăng nguy cơ bệnh cơ hoặc tiêu cơ vân cấp",Ciclosporin ức chế CYP3A4 làm giảm chuyển hóa của simvastatin; ciclosporin cũng ức chế cả OATP1B1 làm giảm vận chuyển simvastatin vào gan.,"Chống chỉ định phối hợp.
Trong trường hợp bắt buộc sử dụng dẫn chất statin, thay simvastatin bằng fluvastatin (tối đa 20 mg/ngày),  pravastatin (tối đa 20 mg/ngày), rosuvastatin (tối đa 5 mg/ngày).",F7F0A718-BDAD-467A-AAC7-9E2E110687CD
DDI-NHIC-DANAZOL-SIMVASTA-232,danazol,simvastatin,high,Chống chỉ định,"Tăng nồng độ simvastatin trong huyết thanh, tăng nguy cơ bệnh cơ hoặc tiêu cơ vân cấp",Danazol ức chế CYP3A4 làm giảm chuyển hóa của simvastatin,Chống chỉ định phối hợp,9BD0AAA2-0CDE-4E84-9D5C-2D35585564D9
DDI-NHIC-DARUNAVI-SIMVASTA-233,darunavir/ritonavir,simvastatin,high,Chống chỉ định,"Tăng nồng độ của simvastatin trong huyết thanh, tăng nguy cơ bệnh cơ hoặc tiêu cơ vân cấp",Darunavir/ritonavir ức chế CYP3A4 mạnh làm giảm chuyển hóa của simvastatin,"Chống chỉ định phối hợp.
Trong trường hợp bắt buộc sử dụng dẫn chất statin, thay simvastatin bằng các dẫn chất statin khác (ngoại trừ lovastatin), sử dụng liều thấp nhất có hiệu quả, atorvastatin không vượt quá 20 mg/ngày (hoặc 40 mg/ngày theo Hướng dẫn điều trị HIV/AIDS của Bộ Y tế và Tổ chức Y tế Thế giới), pitavastatin không cần hiệu chỉnh liều khi phối hợp.",9AF0A34C-A8A8-473F-80D9-E9AF2DCE563E
DDI-NHIC-GEMFIBRO-SIMVASTA-234,gemfibrozil,simvastatin,high,Chống chỉ định,"Tăng nồng độ simvastatin trong huyết thanh, tăng nguy cơ bệnh cơ hoặc tiêu cơ vân cấp",Gemfibrozil ức chế OATP1B1 làm giảm vận chuyển simvastatin vào gan.,"Chống chỉ định phối hợp. Trong trường hợp bắt buộc sử dụng dẫn chất fibrat, thay thế gemfibrozil bằng fenofibrat nhưng cần thận trọng khi phối hợp.",FF93F815-CD90-48B2-8BD1-59AFA76D4014
DDI-NHIC-INDINAVI-SIMVASTA-235,indinavir,simvastatin,high,Chống chỉ định,"Tăng nồng độ của simvastatin trong huyết thanh, tăng nguy cơ bệnh cơ hoặc tiêu cơ vân cấp",Indinavir ức chế CYP3A4 mạnh làm giảm chuyển hóa của simvastatin,Chống chỉ định phối hợp,6D213D14-4D14-4CBF-9F40-AA595A396E84
DDI-NHIC-MIFEPRIS-SIMVASTA-236,mifepriston,simvastatin,high,Chống chỉ định,"Tăng nồng độ simvastatin trong huyết thanh, tăng nguy cơ bệnh cơ hoặc tiêu cơ vân cấp",Mifepriston ức chế CYP3A4 làm giảm chuyển hóa của simvastatin,"Chống chỉ định phối hợp. 
1. Chỉ bắt đầu sử dụng simvastatin sau khi ngừng mifepriston ít nhất 2 tuần HOẶC
2. Trong trường hợp bắt buộc sử dụng dẫn chất statin, thay simvastatin bằng pravasatin, rosuvastatin, fluvastatin hoặc pitavastatin.",7AE42BD8-8E26-4F32-AACD-155D36FE8A87
DDI-NHIC-POSACONA-SIMVASTA-237,posaconazol,simvastatin,high,Chống chỉ định,"Tăng nồng độ của simvastatin trong huyết thanh, tăng nguy cơ bệnh cơ hoặc tiêu cơ vân cấp",Posaconazol ức chế CYP3A4 mạnh làm giảm chuyển hóa của simvastatin,"Chống chỉ định phối hợp.
Cân nhắc thay đổi sang các thuốc nhóm khác có cùng chỉ định và ít có nguy cơ tương tác hơn:
- Trong trường hợp bắt buộc sử dụng thuốc kháng nấm azol, thay posaconazol bằng fluconazol (nhưng tránh dùng liều cao, có tác dụng ức chế mạnh CYP3A4) HOẶC
- Trong trường hợp bắt buộc sử dụng dẫn chất statin, thay simvastatin bằng các dẫn chất statin khác (ngoại trừ lovastatin).",B9728977-1F0A-4357-8BF1-19D0233A6C86
DDI-NHIC-SAQUINAV-SIMVASTA-238,saquinavir,simvastatin,high,Chống chỉ định,"Tăng nồng độ của simvastatin trong huyết thanh, tăng nguy cơ bệnh cơ hoặc tiêu cơ vân cấp",Saquinavir ức chế CYP3A4 mạnh làm giảm chuyển hóa của simvastatin,"Chống chỉ định phối hợp.
Trong trường hợp bắt buộc sử dụng dẫn chất statin, thay simvastatin bằng các dẫn chất statin khác (ngoại trừ lovastatin) sử dụng liều thấp nhất có hiệu quả, atorvastatin không vượt quá 20 mg/ngày, pitavastatin và pravastatin không cần hiệu chỉnh liều khi phối hợp.",2AE3B353-E4D0-42BA-AFD5-A2EF82200DAB
DDI-NHIC-INDINAVI-SIMVASTA-239,indinavir/ritonavir,simvastatin,high,Chống chỉ định,"Tăng nồng độ của simvastatin trong huyết thanh, tăng nguy cơ bệnh cơ hoặc tiêu cơ vân cấp",Indinavir ức chế CYP3A4 mạnh làm giảm chuyển hóa của simvastatin,Chống chỉ định phối hợp,053A6E40-60FC-410B-8EE3-0FEEEB22D21D
DDI-NHIC-SAQUINAV-SIMVASTA-240,saquinavir/ritonavir,simvastatin,high,Chống chỉ định,"Tăng nồng độ của simvastatin trong huyết thanh, tăng nguy cơ bệnh cơ hoặc tiêu cơ vân cấp",Saquinavir ức chế CYP3A4 mạnh làm giảm chuyển hóa của simvastatin,"Chống chỉ định phối hợp.
Trong trường hợp bắt buộc sử dụng dẫn chất statin, thay simvastatin bằng các dẫn chất statin khác (ngoại trừ lovastatin) sử dụng liều thấp nhất có hiệu quả, atorvastatin không vượt quá 20 mg/ngày, pitavastatin và pravastatin không cần hiệu chỉnh liều khi phối hợp.",A2D58895-2824-4216-9C54-25AF862E77D3
DDI-NHIC-CICLOSPO-SIMVASTA-241,cyclosporin,simvastatin,high,Chống chỉ định,"Tăng nồng độ simvastatin trong huyết thanh, tăng nguy cơ bệnh cơ hoặc tiêu cơ vân cấp",Cyclosporin ức chế CYP3A4 làm giảm chuyển hóa của simvastatin; Cyclosporin cũng ức chế cả OATP1B1 làm giảm vận chuyển simvastatin vào gan.,"Chống chỉ định phối hợp.
Trong trường hợp bắt buộc sử dụng dẫn chất statin, thay simvastatin bằng fluvastatin (tối đa 20 mg/ngày),  pravastatin (tối đa 20 mg/ngày), rosuvastatin (tối đa 5 mg/ngày).",DBF70E87-89A0-47ED-8918-F56F745BC01B
DDI-NHIC-BROMOCRI-SULPIRID-242,bromocriptin,sulpirid,high,Chống chỉ định,Giảm hiệu quả của cả hai thuốc,Đối kháng tác dụng của nhau,Chống chỉ định phối hợp,F5A09F45-7222-44E8-8574-59859E9B769B
DDI-NHIC-PIRIBEDI-SULPIRID-243,piribedil,sulpirid,high,Chống chỉ định,Giảm hiệu quả của cả hai thuốc,Đối kháng tác dụng của nhau,Chống chỉ định phối hợp,A8E17B49-96ED-4F43-AC6D-3C68E65BF9F1
DDI-NHIC-ROTIGOTI-SULPIRID-244,rotigotin,sulpirid,high,Chống chỉ định,Giảm hiệu quả của cả hai thuốc,Đối kháng tác dụng của nhau,Chống chỉ định phối hợp,54457DE1-E008-4B54-8D24-76C63A2C0368
DDI-NHIC-SPARFLOC-SULPIRID-245,sparfloxacin,sulpirid,high,Chống chỉ định có điều kiện,"Tăng nguy cơ kéo dài khoảng QT, xoắn đỉnh",Hiệp đồng tăng tác dụng,"1. Chống chỉ định phối hợp ở các bệnh nhân có hội chứng QT kéo dài do di truyền hoặc mắc phải.
2. Trên các đối tượng bệnh nhân khác, tốt nhất nên tránh phối hợp các thuốc này. Trong trường hợp cần thiết phối hợp, cần đánh giá cẩn thận nguy cơ/lợi ích và lượng giá các yếu tố nguy cơ trên từng bệnh nhân, đặc biệt là rối loạn điện giải (hạ kali máu, hạ magie máu, hạ calci máu), nhịp tim chậm, nữ giới trước khi quy��t định kê đơn.",3AFC3E12-D8B3-4940-BC89-89D3EBE4F8B8
DDI-NHIC-LEVODOPA-SULPIRID-246,levodopa/carbidopa/entacapon,sulpirid,high,Chống chỉ định,Giảm hiệu quả của cả hai thuốc,Đối kháng tác dụng của nhau,Chống chỉ định phối hợp,E4374D6D-74E0-4801-A6C1-030B9DC8CA8F
DDI-NHIC-ALISKIRE-TELMISAR-247,aliskiren,telmisartan,high,Chống chỉ định có điều kiện,"Tăng nguy cơ tăng kali máu, suy thận và hạ huyết áp",Hiệp đồng tăng tác dụng,"1. Chống chỉ định ở bệnh nhân đái tháo đường hoặc suy thận (MLCT < 60 ml/ph/1,73 m²).
2. Ở các đối tượng khác, cũng nên tránh phối hợp này. Trong trường hợp bắt buộc phối hợp, theo dõi chặt chẽ kali, creatinin và huyết áp của bệnh nhân.",2FA55569-CDF1-4486-A02F-4909711EB656
DDI-NHIC-ACITRETI-TETRACIC-248,acitretin,tetracyclin,high,Chống chỉ định,"Tăng nguy cơ tăng áp nội sọ lành tính (phù gai thị, đau đầu, buồn nôn và nôn, và rối loạn thị giác)",Hiệp đồng tăng độc tính,Chống chỉ định phối hợp,5B58BF33-3875-419E-9244-376D968AA696
DDI-NHIC-DARUNAVI-TICAGREL-249,darunavir/ritonavir,ticagrelor,high,Chống chỉ định,"Tăng nồng độ của ticagrelor trong huyết thanh, tăng nguy cơ xuất huyết",Darunavir/ritonavir ức chế CYP3A4 mạnh làm giảm chuyển hóa của ticagrelor,Chống chỉ định phối hợp,B651C369-7885-433E-BDEB-F3237B95D826
DDI-NHIC-INDINAVI-TICAGREL-250,indinavir,ticagrelor,high,Chống chỉ định,"Tăng nồng độ của ticagrelor trong huyết thanh, tăng nguy cơ xuất huyết",Indinavir ức chế CYP3A4 mạnh làm giảm chuyển hóa của ticagrelor,Chống chỉ định phối hợp,34A12605-9DA7-4E7E-8FE1-0BBF135A0597
DDI-NHIC-POSACONA-TICAGREL-251,posaconazol,ticagrelor,high,Chống chỉ định,"Tăng nồng độ của ticagrelor trong huyết thanh, tăng nguy cơ xuất huyết",Posaconazol ức chế CYP3A4 mạnh làm giảm chuyển hóa của ticagrelor,"Chống chỉ định phối hợp.
Cân nhắc thay đổi sang các thuốc nhóm khác có cùng chỉ định và ít có nguy cơ tương tác hơn: Trong trường hợp bắt buộc sử dụng thuốc kháng nấm azol, thay posaconazol bằng fluconazol (nhưng tránh dùng liều cao, có tác dụng ức chế mạnh CYP3A4).",AA4DF8A7-A060-47FC-AD0E-135691C0C54B
DDI-NHIC-SAQUINAV-TICAGREL-252,saquinavir,ticagrelor,high,Chống chỉ định,"Tăng nồng độ của ticagrelor trong huyết thanh, tăng nguy cơ xuất huyết",Saquinavir ức chế CYP3A4 mạnh làm giảm chuyển hóa của ticagrelor,Chống chỉ định phối hợp,BE73A640-F1FE-42E4-B77A-4F59CD50A552
DDI-NHIC-INDINAVI-TICAGREL-253,indinavir/ritonavir,ticagrelor,high,Chống chỉ định,"Tăng nồng độ của ticagrelor trong huyết thanh, tăng nguy cơ xuất huyết",Indinavir ức chế CYP3A4 mạnh làm giảm chuyển hóa của ticagrelor,Chống chỉ định phối hợp,E2347392-5D4E-431B-AFA4-D1123FDAA192
DDI-NHIC-SAQUINAV-TICAGREL-254,saquinavir/ritonavir,ticagrelor,high,Chống chỉ định,"Tăng nồng độ của ticagrelor trong huyết thanh, tăng nguy cơ xuất huyết",Saquinavir ức chế CYP3A4 mạnh làm giảm chuyển hóa của ticagrelor,Chống chỉ định phối hợp,BFFB0DCD-5D43-480A-B7BA-72DAED37EB70
DDI-NHIC-FLUVOCSA-TIZANIDI-255,fluvoxamin,tizanidin,high,Chống chỉ định,"Tăng nồng độ của tizanidin trong huyết thanh, tăng nguy cơ tác dụng bất lợi (hạ huyết áp, buồn ngủ, nhịp tim chậm...)",Fluvoxamin ức chế CYP1A2 mạnh làm giảm chuyển hóa của tizanidin,Chống chỉ định phối hợp,17B7BA87-8CDE-40AA-9F66-62FD341220EE
DDI-NHIC-ALISKIRE-VALSARTA-256,aliskiren,valsartan,high,Chống chỉ định có điều kiện,"Tăng nguy cơ tăng kali máu, suy thận và hạ huyết áp",Hiệp đồng tăng tác dụng,"1. Chống chỉ định ở bệnh nhân đái tháo đường hoặc suy thận (MLCT < 60 ml/ph/1,73 m²).
2. Ở các đối tượng khác, cũng nên tránh phối hợp này. Trong trường hợp bắt buộc phối hợp, theo dõi chặt chẽ kali, creatinin và huyết áp của bệnh nhân.",D172A900-7E24-436C-A4FA-79B6339E13E0
